Reaction,Dataset,Reference,Reference_in_kcal_mol,TAE_in_kcal_mol,Number_of_atoms,Stoichiometry,Subset
TAE-PTComp_1334_tm_co_2,TAE-PTComp,0.171534599326341,107.639586206897,3121.548,29,"-0.0344827586206897,tm_co_2,0.517241379310345,H,0.0689655172413793,B,0.379310344827586,C,0.0344827586206897,Co",tm_co
TAE-PTComp_1335_tm_co_3,TAE-PTComp,0.145258876871404,91.1513214285714,2552.237,28,"-0.0357142857142857,tm_co_3,0.571428571428571,H,0.285714285714286,C,0.0714285714285714,Cl,0.0714285714285714,Co",tm_co
TAE-PTComp_1336_tm_co_4,TAE-PTComp,0.178787738890327,112.191,1907.247,17,"-0.0588235294117647,tm_co_4,0.352941176470588,H,0.411764705882353,C,0.0588235294117647,N,0.117647058823529,O,0.0588235294117647,Co",tm_co
TAE-PTComp_1337_tm_co_5,TAE-PTComp,0.163185663695179,102.40055,2048.011,20,"-0.05,tm_co_5,0.5,H,0.4,C,0.05,Co,0.05,I",tm_co
TAE-PTComp_1338_tm_co_6,TAE-PTComp,0.196172668973847,123.100208333333,2954.405,24,"-0.0416666666666667,tm_co_6,0.25,H,0.5,C,0.166666666666667,O,0.0833333333333333,Co",tm_co
TAE-PTComp_1339_tm_co_7,TAE-PTComp,0.164896682912593,103.474230769231,2690.33,26,"-0.0384615384615385,tm_co_7,0.384615384615385,H,0.384615384615385,C,0.0769230769230769,S,0.0769230769230769,Cl,0.0769230769230769,Co",tm_co
TAE-PTComp_1340_tm_co_8,TAE-PTComp,0.140734999398057,88.3125454545455,971.438,11,"-0.0909090909090909,tm_co_8,0.454545454545455,H,0.0909090909090909,B,0.181818181818182,C,0.0909090909090909,N,0.0909090909090909,O,0.0909090909090909,Co",tm_co
TAE-PTComp_1341_tm_co_9,TAE-PTComp,0.105642881631207,66.2919090909091,729.211,11,"-0.0909090909090909,tm_co_9,0.545454545454545,H,0.181818181818182,C,0.0909090909090909,P,0.0909090909090909,S,0.0909090909090909,Co",tm_co
TAE-PTComp_1342_tm_co_10,TAE-PTComp,0.122134012581129,76.64025,919.683,12,"-0.0833333333333333,tm_co_10,0.5,H,0.0833333333333333,C,0.0833333333333333,O,0.166666666666667,P,0.0833333333333333,Cl,0.0833333333333333,Co",tm_co
TAE-PTComp_1343_tm_co_11,TAE-PTComp,0.183565356000373,115.189,1382.268,12,"-0.0833333333333333,tm_co_11,0.333333333333333,C,0.333333333333333,O,0.166666666666667,Cl,0.166666666666667,Co",tm_co
TAE-PTComp_1344_tm_co_12,TAE-PTComp,0.160528682664383,100.733269230769,2619.065,26,"-0.0384615384615385,tm_co_12,0.384615384615385,H,0.153846153846154,C,0.0769230769230769,N,0.307692307692308,O,0.0769230769230769,Co",tm_co
TAE-PTComp_1345_tm_co_13,TAE-PTComp,0.166745442343815,104.634344827586,3034.396,29,"-0.0344827586206897,tm_co_13,0.517241379310345,H,0.379310344827586,C,0.0689655172413793,O,0.0344827586206897,Co",tm_co
TAE-PTComp_1346_tm_co_14,TAE-PTComp,0.159874080227691,100.3225,2407.74,24,"-0.0416666666666667,tm_co_14,0.375,H,0.291666666666667,C,0.166666666666667,N,0.0416666666666667,O,0.0416666666666667,Co,0.0833333333333333,I",tm_co
TAE-PTComp_1347_tm_co_15,TAE-PTComp,0.187622870886598,117.735129032258,3649.789,31,"-0.032258064516129,tm_co_15,0.419354838709677,H,0.548387096774194,C,0.032258064516129,Co",tm_co
TAE-PTComp_1348_tm_co_16,TAE-PTComp,0.17926147313588,112.488272727273,1237.371,11,"-0.0909090909090909,tm_co_16,0.0909090909090909,B_cation,0.363636363636364,B,0.454545454545455,F,0.0909090909090909,Co",tm_co
TAE-PTComp_1349_tm_co_17,TAE-PTComp,0.171843113570806,107.833181818182,1186.165,11,"-0.0909090909090909,tm_co_17,0.454545454545455,C,0.0909090909090909,S_cation,0.363636363636364,S,0.0909090909090909,Co",tm_co
TAE-PTComp_1350_tm_co_18,TAE-PTComp,0.129960428281597,81.5514,1223.271,15,"-0.0666666666666667,tm_co_18,0.533333333333333,H,0.266666666666667,O,0.0666666666666667,Co,0.0666666666666667,Br_cation,0.0666666666666667,Br",tm_co
TAE-PTComp_1351_tm_co_19,TAE-PTComp,0.135258934989976,84.8762631578947,1612.649,19,"-0.0526315789473684,tm_co_19,0.631578947368421,H,0.210526315789474,N,0.0526315789473684,Cl_cation,0.0526315789473684,Cl,0.0526315789473684,Co",tm_co
TAE-PTComp_1352_tm_co_20,TAE-PTComp,0.112839863396569,70.8080833333333,849.697,12,"-0.0833333333333333,tm_co_20,0.75,H,0.0833333333333333,B_cation,0.0833333333333333,C,0.0833333333333333,Co",tm_co
TAE-PTComp_1353_tm_co_21,TAE-PTComp,0.153686986390109,96.44004,2411.001,25,"-0.04,tm_co_21,0.4,H,0.04,C_cation,0.12,C,0.16,N,0.24,O,0.04,Co",tm_co
TAE-PTComp_1354_tm_ni_1,TAE-PTComp,0.126886796068772,79.6226666666667,955.472,12,"-0.0833333333333333,tm_ni_1,0.583333333333333,H,0.0833333333333333,B,0.166666666666667,C,0.0833333333333333,F_anion,0.0833333333333333,Ni",tm_ni
TAE-PTComp_1355_tm_ni_2,TAE-PTComp,0.117484209550024,73.7224545454545,1621.894,22,"-0.0454545454545455,tm_ni_2,0.5,H,0.0454545454545455,B,0.0909090909090909,C,0.0454545454545455,F_anion,0.0909090909090909,F,0.0909090909090909,P,0.0454545454545455,S,0.0909090909090909,Ni",tm_ni
TAE-PTComp_1356_tm_ni_3,TAE-PTComp,0.0795980014079873,49.9485,199.794,4,"-0.25,tm_ni_3,0.25,H_anion,0.5,H,0.25,Ni",tm_ni
TAE-PTComp_1357_tm_ni_4,TAE-PTComp,0.132088964946435,82.8870769230769,1077.532,13,"-0.0769230769230769,tm_ni_4,0.692307692307692,H,0.0769230769230769,C_anion,0.153846153846154,C,0.0769230769230769,Ni",tm_ni
TAE-PTComp_1358_tm_ni_5,TAE-PTComp,0.153134411653495,96.0932941176471,1633.586,17,"-0.0588235294117647,tm_ni_5,0.470588235294118,H,0.235294117647059,B,0.235294117647059,N,0.0588235294117647,Ni",tm_ni
TAE-PTComp_1359_tm_ni_6,TAE-PTComp,0.149852806120501,94.0340555555556,1692.613,18,"-0.0555555555555556,tm_ni_6,0.333333333333333,H,0.222222222222222,C,0.222222222222222,N,0.111111111111111,Ni,0.111111111111111,Br",tm_ni
TAE-PTComp_1360_tm_ni_7,TAE-PTComp,0.189742619973087,119.065291666667,2857.567,24,"-0.0416666666666667,tm_ni_7,0.25,H,0.0833333333333333,B,0.416666666666667,C,0.166666666666667,O,0.0833333333333333,Ni",tm_ni
TAE-PTComp_1361_tm_ni_8,TAE-PTComp,0.12589491197396,79.00025,1580.005,20,"-0.05,tm_ni_8,0.55,H,0.05,B,0.1,C,0.15,F,0.05,P,0.1,Ni",tm_ni
TAE-PTComp_1362_tm_ni_9,TAE-PTComp,0.141738577147054,88.9423,889.423,10,"-0.1,tm_ni_9,0.3,H,0.3,C,0.2,S,0.1,Cl,0.1,Ni",tm_ni
TAE-PTComp_1363_tm_ni_10,TAE-PTComp,0.176162394350488,110.543571428571,2321.415,21,"-0.0476190476190476,tm_ni_10,0.476190476190476,H,0.476190476190476,C,0.0476190476190476,Ni",tm_ni
TAE-PTComp_1364_tm_ni_11,TAE-PTComp,0.154408824097302,96.893,2325.432,24,"-0.0416666666666667,tm_ni_11,0.541666666666667,H,0.291666666666667,C,0.0833333333333333,O,0.0416666666666667,P,0.0416666666666667,Ni",tm_ni
TAE-PTComp_1365_tm_ni_12,TAE-PTComp,0.16450620152648,103.2292,2064.584,20,"-0.05,tm_ni_12,0.5,H,0.35,C,0.1,O,0.05,Ni",tm_ni
TAE-PTComp_1366_tm_ni_13,TAE-PTComp,0.168440429803954,105.697965517241,3065.241,29,"-0.0344827586206897,tm_ni_13,0.482758620689655,H,0.344827586206897,C,0.137931034482759,O,0.0344827586206897,Ni",tm_ni
TAE-PTComp_1367_tm_ni_14,TAE-PTComp,0.156527751561798,98.2226470588235,1669.785,17,"-0.0588235294117647,tm_ni_14,0.588235294117647,H,0.352941176470588,C,0.0588235294117647,Ni",tm_ni
TAE-PTComp_1368_tm_ni_15,TAE-PTComp,0.168726270613544,105.877333333333,952.896,9,"-0.111111111111111,tm_ni_15,0.444444444444444,B,0.444444444444444,F,0.111111111111111,Ni",tm_ni
TAE-PTComp_1369_tm_ni_16,TAE-PTComp,0.171751865958418,107.775923076923,1401.087,13,"-0.0769230769230769,tm_ni_16,0.461538461538462,H,0.461538461538462,C,0.0769230769230769,Ni",tm_ni
TAE-PTComp_1370_tm_ni_17,TAE-PTComp,0.213584861024818,134.026523809524,2814.557,21,"-0.0476190476190476,tm_ni_17,0.952380952380952,C,0.0476190476190476,Ni",tm_ni
TAE-PTComp_1371_tm_ni_18,TAE-PTComp,0.204443583749598,128.290285714286,898.032,7,"-0.142857142857143,tm_ni_18,0.428571428571429,C,0.428571428571429,O,0.142857142857143,Ni",tm_ni
TAE-PTComp_1372_tm_ni_19,TAE-PTComp,0.129557310861931,81.29844,2032.461,25,"-0.04,tm_ni_19,0.64,H,0.16,C,0.16,P,0.04,Ni",tm_ni
TAE-PTComp_1373_tm_ni_20,TAE-PTComp,0.173574714454152,108.919777777778,980.278,9,"-0.111111111111111,tm_ni_20,0.888888888888889,N,0.111111111111111,Ni",tm_ni
TAE-PTComp_1374_tm_ni_21,TAE-PTComp,0.151346859546768,94.9715882352941,1614.517,17,"-0.0588235294117647,tm_ni_21,0.705882352941177,F,0.235294117647059,P,0.0588235294117647,Ni",tm_ni
TAE-PTComp_1375_tm_ni_22,TAE-PTComp,0.197595982971379,123.993351351351,4587.754,37,"-0.027027027027027,tm_ni_22,0.324324324324324,H,0.540540540540541,C,0.108108108108108,N,0.027027027027027,Ni",tm_ni
TAE-PTComp_1376_tm_ni_23,TAE-PTComp,0.101634941821573,63.7768888888889,573.992,9,"-0.111111111111111,tm_ni_23,0.666666666666667,H,0.222222222222222,Si,0.111111111111111,Ni",tm_ni
TAE-PTComp_1377_tm_ni_24,TAE-PTComp,0.135110523167668,84.7831333333333,1271.747,15,"-0.0666666666666667,tm_ni_24,0.733333333333333,H,0.0666666666666667,C_cation,0.133333333333333,N,0.0666666666666667,Ni",tm_ni
TAE-PTComp_1378_tm_ni_25,TAE-PTComp,0.171876061797932,107.853857142857,754.977,7,"-0.142857142857143,tm_ni_25,0.428571428571429,H,0.142857142857143,C_cation,0.285714285714286,C,0.142857142857143,Ni",tm_ni
TAE-PTComp_1379_tm_ni_26,TAE-PTComp,0.126647988253335,79.4728125,1271.565,16,"-0.0625,tm_ni_26,0.625,H,0.0625,C,0.0625,O,0.0625,P_cation,0.125,P,0.0625,Ni",tm_ni
TAE-PTComp_1380_tm_ni_27,TAE-PTComp,0.17331487193928,108.756724137931,3153.945,29,"-0.0344827586206897,tm_ni_27,0.517241379310345,H,0.0344827586206897,C_cation,0.344827586206897,C,0.0689655172413793,O,0.0344827586206897,Ni",tm_ni
TAE-PTComp_1381_tm_cu_1,TAE-PTComp,0.0758815634952658,47.6164,238.082,5,"-0.2,tm_cu_1,0.2,Cl_anion,0.6,Cl,0.2,Cu",tm_cu
TAE-PTComp_1382_tm_cu_2,TAE-PTComp,0.0997461699843159,62.5916666666667,187.775,3,"-0.333333333333333,tm_cu_2,0.333333333333333,F_anion,0.333333333333333,F,0.333333333333333,Cu",tm_cu
TAE-PTComp_1383_tm_cu_3,TAE-PTComp,0.0540597415690792,33.923,67.846,2,"-0.5,tm_cu_3,0.5,S_anion,0.5,Cu",tm_cu
TAE-PTComp_1384_tm_cu_4,TAE-PTComp,0.176361782936275,110.668689655172,3209.392,29,"-0.0344827586206897,tm_cu_4,0.413793103448276,H,0.0344827586206897,C_anion,0.379310344827586,C,0.137931034482759,N,0.0344827586206897,Cu",tm_cu
TAE-PTComp_1385_tm_cu_5,TAE-PTComp,0.150520314004734,94.4529230769231,1227.888,13,"-0.0769230769230769,tm_cu_5,0.230769230769231,H,0.230769230769231,B,0.0769230769230769,C_anion,0.0769230769230769,C,0.153846153846154,N,0.230769230769231,Cu",tm_cu
TAE-PTComp_1386_tm_cu_6,TAE-PTComp,0.141547813094959,88.82259375,2842.323,32,"-0.03125,tm_cu_6,0.625,H,0.25,C,0.0625,P,0.0625,Cu",tm_cu
TAE-PTComp_1387_tm_cu_7,TAE-PTComp,0.163904445819172,102.851592592593,2776.993,27,"-0.037037037037037,tm_cu_7,0.333333333333333,H,0.333333333333333,C,0.111111111111111,N,0.111111111111111,P,0.111111111111111,Cu",tm_cu
TAE-PTComp_1388_tm_cu_8,TAE-PTComp,0.149054124066651,93.532875,1496.526,16,"-0.0625,tm_cu_8,0.25,H,0.25,C,0.25,N,0.125,Cu,0.125,I",tm_cu
TAE-PTComp_1389_tm_cu_9,TAE-PTComp,0.144437716816323,90.6360357142857,2537.809,28,"-0.0357142857142857,tm_cu_9,0.571428571428571,H,0.285714285714286,C,0.0714285714285714,Cl,0.0714285714285714,Cu",tm_cu
TAE-PTComp_1390_tm_cu_10,TAE-PTComp,0.164778388652029,103.4,620.4,6,"-0.166666666666667,tm_cu_10,0.333333333333333,C,0.333333333333333,N,0.333333333333333,Cu",tm_cu
TAE-PTComp_1391_tm_cu_11,TAE-PTComp,0.0759177780879362,47.639125,381.113,8,"-0.125,tm_cu_11,0.5,H,0.5,Cu",tm_cu
TAE-PTComp_1392_tm_cu_12,TAE-PTComp,0.0895823128151645,56.21375,449.71,8,"-0.125,tm_cu_12,0.5,Cu,0.5,I",tm_cu
TAE-PTComp_1393_tm_cu_13,TAE-PTComp,0.0644444453374636,40.4395,80.879,2,"-0.5,tm_cu_13,0.5,Cu,0.5,Br",tm_cu
TAE-PTComp_1394_tm_cu_14,TAE-PTComp,0.145130079726641,91.0705,364.282,4,"-0.25,tm_cu_14,0.25,H,0.5,C,0.25,Cu",tm_cu
TAE-PTComp_1395_tm_cu_15,TAE-PTComp,0.196020767770145,123.004888888889,1107.044,9,"-0.111111111111111,tm_cu_15,0.111111111111111,B,0.333333333333333,C,0.444444444444444,O,0.111111111111111,Cu",tm_cu
TAE-PTComp_1396_tm_cu_16,TAE-PTComp,0.0930229779991023,58.3728,291.864,5,"-0.2,tm_cu_16,0.6,H,0.2,Si,0.2,Cu",tm_cu
TAE-PTComp_1397_tm_cu_17,TAE-PTComp,0.118030431964867,74.0652142857143,1036.913,14,"-0.0714285714285714,tm_cu_17,0.571428571428571,H,0.0714285714285714,C,0.0714285714285714,N,0.0714285714285714,O,0.214285714285714,Cu",tm_cu
TAE-PTComp_1398_tm_cu_18,TAE-PTComp,0.122642271839646,76.9591875,1231.347,16,"-0.0625,tm_cu_18,0.4375,H,0.125,C,0.0625,N,0.125,O,0.25,Cu",tm_cu
TAE-PTComp_1399_tm_cu_19,TAE-PTComp,0.158635187910045,99.5450833333333,1194.541,12,"-0.0833333333333333,tm_cu_19,0.25,H,0.0833333333333333,B,0.166666666666667,C,0.166666666666667,N,0.166666666666667,O,0.166666666666667,Cu",tm_cu
TAE-PTComp_1400_tm_cu_20,TAE-PTComp,0.113416614316875,71.17,925.21,13,"-0.0769230769230769,tm_cu_20,0.461538461538462,H,0.0769230769230769,B,0.0769230769230769,C,0.230769230769231,F,0.153846153846154,Cu",tm_cu
TAE-PTComp_1401_tm_cu_21,TAE-PTComp,0.151495843254022,95.0650769230769,1235.846,13,"-0.0769230769230769,tm_cu_21,0.461538461538462,H,0.230769230769231,C,0.0769230769230769,N,0.153846153846154,O,0.0769230769230769,Cu",tm_cu
TAE-PTComp_1402_tm_cu_22,TAE-PTComp,0.133777705751956,83.9467777777778,1511.042,18,"-0.0555555555555556,tm_cu_22,0.222222222222222,H,0.222222222222222,C,0.444444444444444,S,0.111111111111111,Cu",tm_cu
TAE-PTComp_1403_tm_cu_23,TAE-PTComp,0.165287406931921,103.719413793103,3007.863,29,"-0.0344827586206897,tm_cu_23,0.517241379310345,H,0.379310344827586,C,0.0689655172413793,O,0.0344827586206897,Cu",tm_cu
TAE-PTComp_1404_tm_cu_24,TAE-PTComp,0.17590550411239,110.38237037037,2980.324,27,"-0.037037037037037,tm_cu_24,0.444444444444444,H,0.444444444444444,C,0.037037037037037,N,0.037037037037037,O,0.037037037037037,Cu",tm_cu
TAE-PTComp_1405_tm_cu_25,TAE-PTComp,0.158250903422193,99.3039411764706,1688.167,17,"-0.0588235294117647,tm_cu_25,0.470588235294118,H,0.0588235294117647,B_cation,0.176470588235294,B,0.235294117647059,N,0.0588235294117647,Cu",tm_cu
TAE-PTComp_1406_tm_cu_26,TAE-PTComp,0.157375702308705,98.7547441860465,4246.454,43,"-0.0232558139534884,tm_cu_26,0.558139534883721,H,0.0232558139534884,C_cation,0.255813953488372,C,0.13953488372093,O,0.0232558139534884,Cu",tm_cu
TAE-PTComp_1407_tm_cu_27,TAE-PTComp,0.143490933159912,90.04192,2251.048,25,"-0.04,tm_cu_27,0.64,H,0.04,C_cation,0.12,C,0.16,O,0.04,Cu",tm_cu
TAE-PTComp_1408_tm_cu_28,TAE-PTComp,0.163108294345382,102.352,921.168,9,"-0.111111111111111,tm_cu_28,0.111111111111111,B_cation,0.333333333333333,B,0.444444444444444,F,0.111111111111111,Cu",tm_cu
TAE-PTComp_1409_tm_cu_29,TAE-PTComp,0.156096979220243,97.9523333333333,293.857,3,"-0.333333333333333,tm_cu_29,0.333333333333333,C,0.333333333333333,S_cation,0.333333333333333,Cu",tm_cu
TAE-PTComp_1410_tm_cu_30,TAE-PTComp,0.110544944526247,69.368,1179.256,17,"-0.0588235294117647,tm_cu_30,0.705882352941177,H,0.0588235294117647,P_cation,0.176470588235294,P,0.0588235294117647,Cu",tm_cu
TAE-PTComp_1411_tm_cu_31,TAE-PTComp,0.128479147622932,80.6218823529412,1370.572,17,"-0.0588235294117647,tm_cu_31,0.294117647058824,H,0.0588235294117647,C,0.0588235294117647,N,0.117647058823529,O,0.0588235294117647,F,0.0588235294117647,S_cation,0.0588235294117647,Cl,0.294117647058824,Cu",tm_cu
TAE-PTComp_1412_tm_cu_32,TAE-PTComp,0.172733381428491,108.391833333333,650.351,6,"-0.166666666666667,tm_cu_32,0.166666666666667,H,0.333333333333333,N,0.166666666666667,O,0.166666666666667,Cu",tm_cu
TAE-PTComp_1413_tm_zn_1,TAE-PTComp,0.101974052752057,63.9896842105263,1215.804,19,"-0.0526315789473684,tm_zn_1,0.368421052631579,H,0.105263157894737,C,0.105263157894737,O,0.105263157894737,F,0.0526315789473684,P,0.0526315789473684,Cl_anion,0.210526315789474,Zn",tm_zn
TAE-PTComp_1414_tm_zn_2,TAE-PTComp,0.167183392644919,104.909162790698,4511.094,43,"-0.0232558139534884,tm_zn_2,0.488372093023256,H,0.348837209302326,C,0.0232558139534884,O_anion,0.116279069767442,O,0.0232558139534884,Zn",tm_zn
TAE-PTComp_1415_tm_zn_3,TAE-PTComp,0.0649532025964304,40.75875,163.035,4,"-0.25,tm_zn_3,0.25,H_anion,0.5,H,0.25,Zn",tm_zn
TAE-PTComp_1416_tm_zn_4,TAE-PTComp,0.12742118375086,79.958,1039.454,13,"-0.0769230769230769,tm_zn_4,0.692307692307692,H,0.0769230769230769,C_anion,0.153846153846154,C,0.0769230769230769,Zn",tm_zn
TAE-PTComp_1417_tm_zn_5,TAE-PTComp,0.104356990143889,65.485,261.94,4,"-0.25,tm_zn_5,0.25,H,0.25,O_anion,0.25,O,0.25,Zn",tm_zn
TAE-PTComp_1418_tm_zn_6,TAE-PTComp,0.13405383680808,84.1200526315789,1598.281,19,"-0.0526315789473684,tm_zn_6,0.421052631578947,H,0.105263157894737,C,0.210526315789474,N,0.105263157894737,S,0.105263157894737,Cl,0.0526315789473684,Zn",tm_zn
TAE-PTComp_1419_tm_zn_7,TAE-PTComp,0.126091395787578,79.1235454545455,870.359,11,"-0.0909090909090909,tm_zn_7,0.363636363636364,H,0.181818181818182,C,0.181818181818182,N,0.0909090909090909,O,0.181818181818182,Zn",tm_zn
TAE-PTComp_1420_tm_zn_8,TAE-PTComp,0.119028665656616,74.6916153846154,970.991,13,"-0.0769230769230769,tm_zn_8,0.461538461538462,H,0.153846153846154,C,0.153846153846154,N,0.0769230769230769,O,0.153846153846154,Zn",tm_zn
TAE-PTComp_1421_tm_zn_9,TAE-PTComp,0.167615768535861,105.180482758621,3050.234,29,"-0.0344827586206897,tm_zn_9,0.206896551724138,H,0.206896551724138,C,0.448275862068966,O,0.137931034482759,Zn",tm_zn
TAE-PTComp_1422_tm_zn_10,TAE-PTComp,0.0780184767830459,48.9573333333333,293.744,6,"-0.166666666666667,tm_zn_10,0.333333333333333,Zn,0.666666666666667,Br",tm_zn
TAE-PTComp_1423_tm_zn_11,TAE-PTComp,0.144601092582757,90.7385555555556,1633.294,18,"-0.0555555555555556,tm_zn_11,0.444444444444444,H,0.444444444444444,C,0.111111111111111,Zn",tm_zn
TAE-PTComp_1424_tm_zn_12,TAE-PTComp,0.114407303210609,71.7916666666667,861.5,12,"-0.0833333333333333,tm_zn_12,0.666666666666667,F,0.333333333333333,Zn",tm_zn
TAE-PTComp_1425_tm_zn_13,TAE-PTComp,0.129251481872621,81.1065294117647,1378.811,17,"-0.0588235294117647,tm_zn_13,0.294117647058824,H,0.117647058823529,C,0.0588235294117647,N,0.294117647058824,O,0.235294117647059,Zn",tm_zn
TAE-PTComp_1426_tm_zn_14,TAE-PTComp,0.0851825784460188,53.452875,427.623,8,"-0.125,tm_zn_14,0.5,S,0.5,Zn",tm_zn
TAE-PTComp_1427_tm_zn_15,TAE-PTComp,0.113777906528523,71.3967142857143,499.777,7,"-0.142857142857143,tm_zn_15,0.571428571428571,H,0.142857142857143,B,0.142857142857143,N,0.142857142857143,Zn",tm_zn
TAE-PTComp_1428_tm_zn_16,TAE-PTComp,0.106509102014792,66.8354705882353,1136.203,17,"-0.0588235294117647,tm_zn_16,0.705882352941177,H,0.235294117647059,B,0.0588235294117647,Zn",tm_zn
TAE-PTComp_1429_tm_zn_17,TAE-PTComp,0.146833905263718,92.1396666666667,1382.095,15,"-0.0666666666666667,tm_zn_17,0.466666666666667,H,0.266666666666667,B,0.2,N,0.0666666666666667,Zn",tm_zn
TAE-PTComp_1430_tm_zn_18,TAE-PTComp,0.112863900218254,70.8231666666667,424.939,6,"-0.166666666666667,tm_zn_18,0.5,H,0.166666666666667,C,0.166666666666667,Zn,0.166666666666667,Br",tm_zn
TAE-PTComp_1431_tm_zn_19,TAE-PTComp,0.0853333729820555,53.5475,214.19,4,"-0.25,tm_zn_19,0.5,H,0.25,C,0.25,Zn",tm_zn
TAE-PTComp_1432_tm_zn_20,TAE-PTComp,0.0825235880472557,51.7843333333333,155.353,3,"-0.333333333333333,tm_zn_20,0.666666666666667,Cl,0.333333333333333,Zn",tm_zn
TAE-PTComp_1433_tm_zn_21,TAE-PTComp,0.121763190379931,76.4075555555556,687.668,9,"-0.111111111111111,tm_zn_21,0.444444444444444,H,0.222222222222222,O,0.222222222222222,F,0.111111111111111,Zn",tm_zn
TAE-PTComp_1434_tm_zn_22,TAE-PTComp,0.183944633142532,115.427,1038.843,9,"-0.111111111111111,tm_zn_22,0.222222222222222,B,0.222222222222222,C,0.444444444444444,O,0.111111111111111,Zn",tm_zn
TAE-PTComp_1435_tm_zn_23,TAE-PTComp,0.170854639162187,107.212904761905,2251.471,21,"-0.0476190476190476,tm_zn_23,0.476190476190476,H,0.476190476190476,C,0.0476190476190476,Zn",tm_zn
TAE-PTComp_1436_tm_zn_24,TAE-PTComp,0.102800572739794,64.5083333333333,580.575,9,"-0.111111111111111,tm_zn_24,0.444444444444444,H,0.222222222222222,F,0.222222222222222,S,0.111111111111111,Zn",tm_zn
TAE-PTComp_1437_tm_zn_25,TAE-PTComp,0.144438904903109,90.63678125,2900.377,32,"-0.03125,tm_zn_25,0.5,H,0.25,C,0.0625,O,0.125,Cl,0.0625,Zn",tm_zn
TAE-PTComp_1438_tm_zn_26,TAE-PTComp,0.107943655779539,67.7356666666667,812.828,12,"-0.0833333333333333,tm_zn_26,0.333333333333333,H,0.166666666666667,O,0.166666666666667,Cl,0.166666666666667,Zn,0.166666666666667,Br",tm_zn
TAE-PTComp_1439_tm_zn_27,TAE-PTComp,0.107684695545922,67.5731666666667,405.439,6,"-0.166666666666667,tm_zn_27,0.666666666666667,H,0.166666666666667,C,0.166666666666667,Zn",tm_zn
TAE-PTComp_1440_tm_zn_28,TAE-PTComp,0.111868696120447,70.1986666666667,421.192,6,"-0.166666666666667,tm_zn_28,0.5,H,0.166666666666667,N,0.166666666666667,O,0.166666666666667,Zn",tm_zn
TAE-PTComp_1441_tm_zn_29,TAE-PTComp,0.194885137715025,122.29227027027,4524.814,37,"-0.027027027027027,tm_zn_29,0.324324324324324,H,0.540540540540541,C,0.108108108108108,N,0.027027027027027,Zn",tm_zn
TAE-PTComp_1442_tm_zn_30,TAE-PTComp,0.129196721352631,81.0721666666667,486.433,6,"-0.166666666666667,tm_zn_30,0.333333333333333,N,0.333333333333333,O,0.166666666666667,S,0.166666666666667,Zn",tm_zn
TAE-PTComp_1443_tm_zn_31,TAE-PTComp,0.114178674524355,71.6482,716.482,10,"-0.1,tm_zn_31,0.2,H,0.1,C,0.1,N,0.1,Si_cation,0.1,Si,0.2,S,0.2,Zn",tm_zn
TAE-PTComp_1444_tm_zn_32,TAE-PTComp,0.203433581924156,127.6565,255.313,2,"-0.5,tm_zn_32,0.5,F_cation,0.5,Zn",tm_zn
TAE-PTComp_1445_tm_zn_33,TAE-PTComp,0.0669360411852146,42.003,84.006,2,"-0.5,tm_zn_33,0.5,Zn,0.5,I_cation",tm_zn
TAE-PTComp_1446_tm_y_1,TAE-PTComp,0.160282004252835,100.578476190476,2112.148,21,"-0.0476190476190476,tm_y_1,0.380952380952381,H,0.0952380952380952,C,0.0952380952380952,O,0.142857142857143,F,0.0476190476190476,Cl_anion,0.238095238095238,Y",tm_y
TAE-PTComp_1447_tm_y_2,TAE-PTComp,0.140685715031518,88.281619047619,1853.914,21,"-0.0476190476190476,tm_y_2,0.380952380952381,H,0.0952380952380952,C,0.0952380952380952,O,0.142857142857143,F,0.0476190476190476,P,0.0476190476190476,Cl_anion,0.19047619047619,Y",tm_y
TAE-PTComp_1448_tm_y_3,TAE-PTComp,0.145575826823501,91.3502105263158,1735.654,19,"-0.0526315789473684,tm_y_3,0.368421052631579,H,0.105263157894737,C,0.105263157894737,O,0.105263157894737,F,0.0526315789473684,P,0.0526315789473684,Cl_anion,0.210526315789474,Y",tm_y
TAE-PTComp_1449_tm_y_4,TAE-PTComp,0.167456816946589,105.080739130435,2416.857,23,"-0.0434782608695652,tm_y_4,0.521739130434783,H,0.0434782608695652,C_anion,0.304347826086957,C,0.0869565217391304,N,0.0434782608695652,Y",tm_y
TAE-PTComp_1450_tm_y_5,TAE-PTComp,0.16278059194066,102.146363636364,2247.22,22,"-0.0454545454545455,tm_y_5,0.545454545454545,H,0.0454545454545455,C_anion,0.272727272727273,C,0.0909090909090909,N,0.0454545454545455,Y",tm_y
TAE-PTComp_1451_tm_y_6,TAE-PTComp,0.154020339480171,96.6492222222222,869.843,9,"-0.111111111111111,tm_y_6,0.111111111111111,Cl_anion,0.666666666666667,Cl,0.222222222222222,Y",tm_y
TAE-PTComp_1452_tm_y_7,TAE-PTComp,0.136928609927824,85.924,773.316,9,"-0.111111111111111,tm_y_7,0.444444444444444,B,0.111111111111111,F_anion,0.333333333333333,F,0.111111111111111,Y",tm_y
TAE-PTComp_1453_tm_y_8,TAE-PTComp,0.144480368420515,90.6628,453.314,5,"-0.2,tm_y_8,0.2,Cl_anion,0.6,Cl,0.2,Y",tm_y
