Unnamed: 0,wB97M2,B3LYP,BMK,CAMB3LYP,CF22D,M052X,M062X,M08HX,MN15,PBE0,PW6B95,SOGGA11X,r2SCAN0,wB97M-V,wB97X-V,revDSD-PBEP86-D4
BH9_04_86R1,-750.4474599875,-750.2300439855,-749.7336632517,-749.8209903283,-749.56295747,-750.1689641994,-749.9253849491,-750.0636900228,-749.7079089052,-749.3315469851,-751.1879985896,-750.0033038683,-749.7059655704,-749.9221453137,-750.008334611,-748.887165561502
BH9_04_86R2,-308.3909392794,-308.3226379656,-308.1242161537,-308.1761664929,-308.08123649,-308.269432238,-308.1770828011,-308.2252551713,-308.1052310587,-307.9588273513,-308.6762329979,-308.2188595336,-308.1030134264,-308.1788836364,-308.2205869048,-307.803627924405
BH9_04_86TS,-1058.8233439795,-1058.5352893743,-1057.8380973723,-1057.9758958549,-1057.63075203,-1058.4214812561,-1058.0878460333,-1058.27214066,-1057.8012724884,-1057.274924553,-1059.8483514633,-1058.1982938326,-1057.79435039959,-1058.0854822397,-1058.2118948214,-1056.67348549653
BH9_04_87P1,-820.0664129056,-819.9830941184,-819.5715190811,-819.7351296923,-819.53976505,-819.9030174431,-819.7384693495,-819.8300573691,-819.5709000025,-819.2619519753,-820.8270282499,-819.8153904794,-819.6011726481,-819.7231320345,-819.7667567928,-818.857441937933
BH9_04_87P2,-425.7189116283,-425.606064215,-425.3156299523,-425.3707119719,-425.2200925,-425.5618314933,-425.4206213094,-425.5085748256,-425.2989581645,-425.0871892386,-426.1367448017,-425.477530289,-425.3019763054,-425.41228318,-425.4727481783,-424.844003807443
BH9_04_87R1,-820.7243330832,-820.6385129749,-820.2262673794,-820.3887710824,-820.19268043,-820.5585406546,-820.3936683623,-820.4882693238,-820.2248553326,-819.9147229037,-821.4831403124,-820.4755679968,-820.2523411332,-820.3748673755,-820.4242808244,-819.514484388256
BH9_04_87R2,-425.0394320842,-424.9316849567,-424.6425902819,-424.6966997155,-424.54473982,-424.8836074909,-424.7433435815,-424.8263308961,-424.6226357112,-424.4148661665,-425.4618755314,-424.8006736907,-424.632153309,-424.7397670321,-424.7966112077,-424.164761633888
BH9_04_87TS,-1245.7630471967,-1245.5592423735,-1244.8588921724,-1245.0744151536,-1244.73681797,-1245.4374015064,-1245.1356827815,-1245.3119789187,-1244.8478242375,-1244.3227815352,-1246.9393670787,-1245.2638135377,-1244.8787982884,-1245.1136608487,-1245.2194792491,-1243.6752015074
BH9_04_88P,-1739.8066470676,-1739.4284905977,-1738.521372364,-1738.8072925722,-1738.42937385,-1739.3085381076,-1738.891962427,-1739.0441581567,-1738.5297780489,-1737.7477968737,-1741.3842135893,-1738.9800379163,-1738.4988926218,-1738.9374024773,-1738.9742867149,-1736.88801945323
BH9_04_88R,-1739.7966664995,-1739.4181981773,-1738.5092271018,-1738.7960629588,-1738.41865786,-1739.2979813329,-1738.8821728951,-1739.0341124752,-1738.5191553977,-1737.7368282632,-1741.3734790821,-1738.9698195066,-1738.4871547176,-1738.9272288105,-1738.9635483915,-1736.88554113449
BH9_04_88TS,-1739.7676327515,-1739.385849318,-1738.4797540873,-1738.7631605499,-1738.38712329,-1739.2660159339,-1738.8524140872,-1739.0041321475,-1738.4874463017,-1737.7086865403,-1741.3440266637,-1738.9386280429,-1738.4580697885,-1738.8969958567,-1738.9340985205,-1736.85435714026
BH9_04_89P1,-496.7458339073,-496.6163312345,-496.3094451332,-496.3826446452,-496.23764995,-496.5545456663,-496.4050430323,-496.4801000841,-496.2779257091,-496.0392258605,-497.2008344002,-496.4549878238,-496.2753155524,-496.4082777279,-496.4600228382,-495.787724749757
BH9_04_89P2,-889.0254147081,-888.7417747879,-888.248464809,-888.3534401463,-888.13738954,-888.676235224,-888.42007947,-888.5053499869,-888.1992385583,-887.7478751194,-889.8301429645,-888.4503511809,-888.1534651741,-888.4621351547,-888.4907411794,-887.294412236293
BH9_04_89R1,-497.41174419,-497.2805655008,-496.9734116804,-497.0442872611,-496.89649355,-497.217268499,-497.0652602141,-497.1455892493,-496.9370178607,-496.698394715,-497.8654603751,-497.1233766296,-496.9311815686,-497.0669220692,-497.123977879,-496.450892675704
BH9_04_89R2,-888.3466808959,-888.0653870279,-887.5727343912,-887.6793403523,-887.4656471,-888.0019186786,-887.7472276815,-887.8282930033,-887.5269056483,-887.0753121715,-889.1530222401,-887.769767192,-887.484419305699,-887.7900851436,-887.8129034033,-886.618494788508
BH9_04_89TS,-1385.7399088107,-1385.3206219817,-1384.5217660957,-1384.698229661,-1384.34093075,-1385.1976556605,-1384.7916843846,-1384.9509482131,-1384.4424323573,-1383.7527139093,-1386.9972445098,-1384.8685637403,-1384.3941490828,-1384.8382992903,-1384.9197186167,-1383.04960066586
BH9_04_8P,-290.7634266944,-290.7024320982,-290.4853960495,-290.5268377882,-290.39880741,-290.6529841625,-290.552421996,-290.6306706533,-290.4614053587,-290.3310043902,-291.0556615304,-290.6188861993,-290.4843829482,-290.5356727537,-290.6054670316,-290.157411148271
BH9_04_8R,-290.7489203712,-290.690076891,-290.4698070521,-290.514374128,-290.3878322,-290.6392488268,-290.5395260611,-290.6200837077,-290.4503259058,-290.3199237361,-291.0421430249,-290.6043055403,-290.4723138854,-290.5219378757,-290.5902264901,-290.145348265413
BH9_04_8TS,-290.7300587298,-290.6714784485,-290.4505536701,-290.4932559336,-290.36591278,-290.6190366429,-290.5191012288,-290.5969497665,-290.4282465561,-290.3031566329,-291.0247959287,-290.5842229991,-290.4528169332,-290.5016540759,-290.5714403115,-290.124635837958
BH9_04_90P1,-771.6164576305,-771.3845632259,-770.9662780375,-771.0616786676,-770.8883248,-771.3167659748,-771.1002220818,-771.1541839793,-770.9165403417,-770.5332992587,-772.3158595461,-771.1098594381,-770.876777622,-771.1513885073,-771.1490452711,-770.137466318027
BH9_04_90P2,-889.0274861632,-888.742787204,-888.2501089973,-888.3547711783,-888.1395303,-888.6782562448,-888.4224401905,-888.5075329272,-888.2020159349,-887.7498500066,-889.8322281264,-888.451638722,-888.1558138603,-888.4642840538,-888.4928490957,-887.29635406222
BH9_04_90R1,-772.2468560311,-772.003785152,-771.5888958959,-771.6824009461,-771.51152786,-771.9424315465,-771.7251800248,-771.7831545313,-771.5396949844,-771.1514614665,-772.9367033956,-771.7370944243,-771.4965592609,-771.7743401828,-771.7776620396,-770.766782803562
BH9_04_90R2,-888.3498633069,-888.0680175537,-887.5749851669,-887.6818155247,-887.46784993,-888.0033613485,-887.7489417084,-887.829589168,-887.5291586024,-887.078452027,-889.155698401,-887.772051978,-887.4874739039,-887.7930723373,-887.8160303917,-886.621463395153
BH9_04_90TS,-1660.60411457,-1660.0546895275,-1659.1550114268,-1659.349907358,-1658.98089322,-1659.9430878207,-1659.4755506384,-1659.6116973972,-1659.0712401453,-1658.2211636332,-1662.0876328755,-1659.4986162228,-1658.9795845939,-1659.5741562801,-1659.6004056415,-1657.39157040185
BH9_04_9P1,-492.1761280695,-492.0457941732,-491.7745539554,-491.8437917671,-491.73354955,-491.9867667058,-491.8499589395,-491.8861515392,-491.7411543408,-491.4948385753,-492.6181113572,-491.8642686989,-491.7130880878,-491.8774791599,-491.8830670251,-491.260334328757
BH9_04_9P2,-164.9159412153,-164.8678390294,-164.7669925965,-164.7940211109,-164.76278872,-164.8388206074,-164.7990064996,-164.804565892,-164.7552222629,-164.6804606177,-165.0604526301,-164.7973452983,-164.7445262236,-164.8140399261,-164.8051738399,-164.606382899431
BH9_04_9R1,-492.8279790976,-492.6905942181,-492.4217663006,-492.4892249745,-492.37863854,-492.6360555768,-492.4980420418,-492.5387587572,-492.3868674828,-492.1374203654,-493.2639974602,-492.5149378386,-492.3556673617,-492.522266543,-492.5334962746,-491.911680347603
BH9_04_9R2,-164.2618813088,-164.2160015112,-164.1158292399,-164.1446269076,-164.11429836,-164.184991677,-164.1454038069,-164.1450053943,-164.1052291326,-164.0308425279,-164.4080889757,-164.1446925857,-164.0994146312,-164.1675403658,-164.1548804383,-163.94858126747
BH9_04_9TS,-657.0677304259,-656.8855989537,-656.5130700831,-656.6085611773,-656.46970902,-656.7983275055,-656.6234144277,-656.6616174836,-656.4685664137,-656.1504400495,-657.6516091469,-656.6325786342,-656.4337972691,-656.6655025994,-656.6637008787,-655.839237290723
BH9_05_10P1,-872.7690483031,-872.5005151121,-871.9867895561,-872.0811006493,-871.84429915,-872.427185998,-872.1688663562,-872.2714702032,-871.9360656886,-871.501112667,-873.5905670614,-872.2105430162,-871.910576853,-872.2053377661,-872.2398805146,-871.02320867089
BH9_05_10P2,-456.758227365,-456.6363057562,-456.3919056346,-456.4611848279,-456.37214368,-456.588178592,-456.4634023715,-456.4868200378,-456.3672766546,-456.130028136,-457.1599119867,-456.4636458716,-456.3284297621,-456.4904400068,-456.4845274979,-455.926537215703
BH9_05_10R1,-873.4497540444,-873.1820060845,-872.6615490803,-872.7639743918,-872.52241224,-873.1146260782,-872.852292339,-872.9618124839,-872.6186619761,-872.1812414241,-874.2708603444,-872.8939409785,-872.592515335199,-872.8816800572,-872.9232385952,-871.701289571696
BH9_05_10R2,-456.0919927573,-455.9680163804,-455.7302918745,-455.7922179948,-455.70788301,-455.9151139045,-455.7946262983,-455.8115352278,-455.7008489321,-455.4637310596,-456.4944563822,-455.7942147349,-455.6604140377,-455.8296221745,-455.815891362,-455.262490852434
BH9_05_10TS,-1329.5180773129,-1329.1181040408,-1328.358487807,-1328.5192427389,-1328.20724948,-1329.0034805951,-1328.621806579,-1328.7461358697,-1328.29548054,-1327.6206476675,-1330.7381854923,-1328.6537539719,-1328.2350589242,-1328.6856403144,-1328.7140114682,-1326.92998830006
BH9_05_11P1,-872.7690483124,-872.5005151094,-871.986789576,-872.0811006531,-871.84429917,-872.4271859946,-872.1688663676,-872.271470215,-871.9360656992,-871.501112666,-873.5905670544,-872.2105430336,-871.9105768447,-872.2053377825,-872.2398805365,-871.02320880722
BH9_05_11P2,-604.5158585558,-604.336080504,-604.0227126982,-604.1023497953,-603.9846279,-604.2820774078,-604.1171717633,-604.1461987431,-603.9835684115,-603.6751878332,-605.0478634399,-604.1146243497,-603.9379598566,-604.163491736,-604.149638442,-603.391717191439
BH9_05_11R1,-873.4497540384,-873.1820060813,-872.6615490861,-872.7639743897,-872.52241225,-873.1146260715,-872.852292337,-872.9618124877,-872.6186619805,-872.1812414287,-874.2708603415,-872.893940976,-872.5925153317,-872.8816800511,-872.9232385926,-871.70128957134
BH9_05_11R2,-603.8647472631,-603.6852347812,-603.3776447144,-603.4511786942,-603.33731174,-603.6273105153,-603.4670822035,-603.4898764705,-603.3349718738,-603.0265486458,-604.399758259,-603.4612306785,-603.2884795278,-603.5174968281,-603.4957864725,-602.743683881736
BH9_05_11TS,-1477.2940501826,-1476.8232151246,-1476.0004560555,-1476.1690546211,-1475.83514192,-1476.7121798715,-1476.2930592898,-1476.4233002733,-1475.9293239551,-1475.1725932525,-1478.637001419,-1476.3134523764,-1475.8540912415,-1476.3734682414,-1476.3919404141,-1474.41183653027
BH9_05_12P1,-270.8495223758,-270.7903469883,-270.5876705737,-270.6184334659,-270.50840088,-270.7483043311,-270.6551491442,-270.7112656911,-270.5747195219,-270.4441780378,-271.1355247588,-270.7017492038,-270.5816955796,-270.6540701993,-270.6913578152,-270.270986173722
BH9_05_12P2,-692.8676658536,-692.6669603582,-692.2264994387,-692.318093882,-692.09486576,-692.5963084661,-692.3762729058,-692.5136289508,-692.1905803065,-691.8471759781,-693.5088374108,-692.4685171112,-692.188558637,-692.3662429105,-692.4753848882,-691.487378684734
BH9_05_12R1,-271.6994230741,-271.633731183,-271.4313863876,-271.4648610213,-271.35345235,-271.5998309054,-271.5064843039,-271.5724361688,-271.4216480756,-271.2884215724,-271.9809396732,-271.550456369,-271.4274777216,-271.4971817153,-271.5419585131,-271.118302591355
BH9_05_12R2,-691.9943462261,-691.7943545052,-691.3550715588,-691.44301904,-691.22239619,-691.7175993339,-691.501149121,-691.6323019976,-691.3139187169,-690.9791993566,-692.6380885503,-691.5927784139,-691.3158024124,-691.497787847,-691.6018780286,-690.616099388999
BH9_05_12TS,-963.6835070621,-963.4280755816,-962.7788204191,-962.9023827433,-962.56980428,-963.3122046867,-963.0001811851,-963.1918054493,-962.7316507729,-962.2688898752,-964.6153585958,-963.134868504,-962.7481997279,-962.9871688218,-963.1375755417,-961.720358081379
BH9_05_13P1,-232.9383071934,-232.8953568498,-232.7349664519,-232.7670022846,-232.67868847,-232.8495282037,-232.7741910274,-232.8217462945,-232.7156980723,-232.6054290627,-233.1674006506,-232.8201810818,-232.7179041487,-232.7666018254,-232.8119059916,-232.480702430308
BH9_05_13P2,-692.8676658604,-692.6669603435,-692.2264994463,-692.3180938757,-692.0948658,-692.5963084716,-692.3762729165,-692.5136289841,-692.1905803309,-691.8471759947,-693.5088374161,-692.4685171365,-692.1885586474,-692.366242919,-692.4753849088,-691.487378761471
BH9_05_13R1,-233.8223808976,-233.7798613659,-233.6127434803,-233.6511849544,-233.55814944,-233.7348991134,-233.6586635895,-233.713344653,-233.5968830804,-233.48641611,-234.0498062683,-233.7080696876,-233.6015062839,-233.6427022026,-233.6957960305,-233.363669028006
BH9_05_13R2,-691.994346296,-691.7943545053,-691.3550716072,-691.4430190541,-691.22239623,-691.7175994111,-691.5011492052,-691.6323020744,-691.3139188136,-690.9791993787,-692.6380886438,-691.5927784552,-691.3158024809,-691.4977878899,-691.601878039,-690.616099422156
BH9_05_13TS,-925.7865292984,-925.5460380597,-924.9386969245,-925.0648543437,-924.75384534,-925.4270121403,-925.1331481786,-925.3150282336,-924.8896627871,-924.4420722529,-926.6613539046,-925.2666923428,-924.8985113466,-925.1133137814,-925.2717910269,-923.941499546386
BH9_05_14P1,-347.0726871273,-346.9815813176,-346.7319371076,-346.7720805995,-346.64335172,-346.9465951795,-346.8338527868,-346.8987736267,-346.7293280247,-346.5522286054,-347.4390987911,-346.8756005639,-346.7281743556,-346.832877503,-346.870986655,-346.326080055638
BH9_05_14P2,-692.8676658348,-692.6669603467,-692.2264994393,-692.3180938731,-692.09486581,-692.5963084399,-692.3762728974,-692.5136289741,-692.1905803083,-691.8471759969,-693.508837397,-692.4685171274,-692.188558636,-692.366242904,-692.4753848995,-691.487378750533
BH9_05_14R1,-347.9304714293,-347.8402149033,-347.5884941918,-347.6291397693,-347.49420975,-347.8047326483,-347.6914155909,-347.7653192932,-347.5824402979,-347.4080222123,-348.2954570796,-347.7338116354,-347.584064633,-347.6825117396,-347.727368801,-347.183390526303
BH9_05_14R2,-691.9943462392,-691.7943545157,-691.3550715679,-691.4430190594,-691.22239622,-691.7175993665,-691.5011491817,-691.6323020546,-691.3139187522,-690.9791993653,-692.6380886028,-691.5927784651,-691.3158024485,-691.4977878704,-691.6018780375,-690.616099382533
BH9_05_14TS,-1039.9105467096,-1039.62704888,-1038.9272111295,-1039.0597222233,-1038.70774601,-1039.5122495902,-1039.1803502232,-1039.3810867501,-1038.8903619386,-1038.3823054055,-1040.9246473098,-1039.3114694736,-1038.8982962325,-1039.1669056841,-1039.3172528581,-1037.77800895686
BH9_05_15P1,-385.4873260629,-385.3956046479,-385.1358765677,-385.1806600687,-385.04681437,-385.3448496569,-385.2200111541,-385.2842138066,-385.1172859271,-384.9248079172,-385.8750930885,-385.2670944713,-385.1132017194,-385.2213217441,-385.2631722602,-384.699831409337
BH9_05_15P2,-692.867665852,-692.6669603542,-692.2264994585,-692.318093885,-692.09486578,-692.5963084714,-692.3762729119,-692.5136289606,-692.1905803231,-691.847175989,-693.5088374187,-692.468517119,-692.1885586484,-692.3662429129,-692.475384893,-691.487378750462
BH9_05_15R1,-386.3528914404,-386.2562409668,-385.9934473093,-386.0438760572,-385.90698807,-386.2121003768,-386.0864959135,-386.1586416873,-385.978214716,-385.7842764693,-386.7356296358,-386.1336869708,-385.9757676328,-386.0801872971,-386.1295982636,-385.562774682655
BH9_05_15R2,-691.9943462279,-691.79435449,-691.3550716129,-691.443019044,-691.22239624,-691.7175993699,-691.5011491427,-691.6323020554,-691.3139187623,-690.9791994005,-692.6380885773,-691.5927784346,-691.3158024553,-691.4977878538,-691.6018780436,-690.616099402116
BH9_05_15TS,-1078.3241071555,-1078.0312752005,-1077.3266456577,-1077.4651708537,-1077.11003047,-1077.9114485213,-1077.5680417644,-1077.7674450614,-1077.2779741971,-1076.7483504559,-1079.356050645,-1077.700423295,-1077.2819701831,-1077.5577535194,-1077.7128728492,-1076.14404936513
BH9_05_16P1,-845.1073909048,-845.0336941166,-844.6401425805,-844.821605328,-844.66839987,-844.9665527791,-844.8359722176,-844.8949554403,-844.7131189282,-844.4039706726,-845.8562566529,-844.8938196033,-844.707412735,-844.8312523311,-844.8210550589,-844.009332119831
BH9_05_16P2,-692.8676658408,-692.6669603545,-692.2264994352,-692.3180938668,-692.09486581,-692.5963084383,-692.3762728938,-692.5136289649,-692.1905803108,-691.8471759884,-693.5088373897,-692.4685171196,-692.1885586196,-692.3662429051,-692.4753849005,-691.487378758898
BH9_05_16R1,-845.9754554556,-845.8960842462,-845.5008779852,-845.6874644938,-845.53037692,-845.8362630701,-845.7047609705,-845.7716110649,-845.5762684166,-845.2649494421,-846.7184993013,-845.7626487551,-845.5716713603,-845.6929729389,-845.6905298314,-844.874626710501
BH9_05_16R2,-691.9943462998,-691.7943545031,-691.3550715981,-691.4430190368,-691.22239626,-691.7175993802,-691.5011491786,-691.6323020706,-691.3139188117,-690.9791993716,-692.6380886184,-691.5927784412,-691.3158024408,-691.497787879,-691.6018780402,-690.616099442984
BH9_05_16TS,-1537.9419633182,-1537.6684118549,-1536.8283325727,-1537.1035022638,-1536.72877621,-1537.529691449,-1537.1802640858,-1537.373647845,-1536.8700158479,-1536.2256818867,-1539.3345809699,-1537.3245483943,-1536.8723939309,-1537.1637959125,-1537.2669730703,-1535.45171524755
BH9_05_17P1,-794.078298076,-793.8299464538,-793.376168927,-793.4601932623,-793.25925702,-793.7666608099,-793.5368298305,-793.6123637657,-793.329416219,-792.9298733584,-794.820902869,-793.5575063501,-793.2963428687,-793.58149094,-793.5910097739,-792.499369821275
BH9_05_17P2,-994.6027990852,-994.4896816066,-993.9738686293,-994.1733666448,-993.94596772,-994.3906483991,-994.1916619131,-994.3006435823,-993.9918790802,-993.6179212441,-995.513691544,-994.2801766557,-994.011068917,-994.1816957161,-994.213534031,-993.127313081496
BH9_05_17R1,-794.7638811488,-794.5167153696,-794.0563078351,-794.1482466081,-793.94245775,-794.4593234637,-794.2252997738,-794.3079000188,-794.0170443268,-793.6154224961,-795.5064669308,-794.2460361571,-793.9839095775,-794.2625574918,-794.2791257523,-793.182323263832
BH9_05_17R2,-993.9333891182,-993.817923727,-993.3077648007,-993.5032968417,-993.28003851,-993.7190290565,-993.5216858189,-993.6220857322,-993.3247393089,-992.9488549695,-994.8453709335,-993.6070997043,-993.3411122064,-993.5187745686,-993.5433501234,-992.458696952308
